c:\xampp\mysql\bin\mysqld.exe, Version: 10.4.28-MariaDB-log (mariadb.org binary distribution). started with:
TCP Port: 3306, Named Pipe: C:/xampp/mysql/mysql.sock
Time		    Id Command	Argument
		   314 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   314 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   314 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   314 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   314 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   314 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   315 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   314 Query	SHOW TABLES FROM `phpmyadmin`
		   314 Init DB	phpmyadmin
		   314 Query	SHOW TABLES FROM `phpmyadmin`
		   314 Init DB	phpmyadmin
		   314 Query	SHOW TABLES FROM `phpmyadmin`
		   314 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   314 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   314 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   314 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   314 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   314 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   314 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   314 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   315 Query	SELECT CURRENT_USER()
		   315 Query	SELECT 1 FROM mysql.user LIMIT 1
		   315 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   315 Query	SELECT DATABASE()
		   315 Init DB	catmarketing
		   315 Query	SELECT * FROM `audit_log` LIMIT 0, 25
		   315 Query	SHOW WARNINGS
		   315 Query	SELECT @@lower_case_table_names
		   315 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'catmarketing' AND TABLE_NAME = 'audit_log'
		   315 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA`  IN ('catmarketing') AND t.`TABLE_NAME`  = 'audit_log' ORDER BY Name ASC
		   315 Query	SELECT COUNT(*) FROM `catmarketing`.`audit_log`
		   314 Query	SELECT `master_field`, `foreign_db`, `foreign_table`, `foreign_field` FROM `phpmyadmin`.`pma__relation` WHERE `master_db` = 'catmarketing' AND `master_table` = 'audit_log'
		   315 Query	SHOW CREATE TABLE `catmarketing`.`audit_log`
		   315 Query	SHOW FULL COLUMNS FROM `catmarketing`.`audit_log`
		   315 Query	SHOW INDEXES FROM `catmarketing`.`audit_log`
241213 16:16:00	   315 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   315 Query	SHOW  COLUMNS FROM `catmarketing`.`audit_log`
		   315 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''localhost''' LIKE `GRANTEE` LIMIT 1
		   315 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''localhost''' AND PRIVILEGE_TYPE='TRIGGER'
		   315 Quit	
		   314 Quit	
		   316 Connect	pma@localhost as anonymous on 
		   317 Connect	root@localhost as anonymous on 
		   317 Query	SELECT @@version, @@version_comment
		   317 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   317 Query	SET lc_messages = 'en_GB'
		   316 Query	SHOW TABLES FROM `phpmyadmin`
		   316 Init DB	phpmyadmin
		   316 Query	SHOW TABLES FROM `phpmyadmin`
		   316 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   316 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   316 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   316 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   316 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   316 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   317 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   316 Query	SHOW TABLES FROM `phpmyadmin`
		   316 Init DB	phpmyadmin
		   316 Query	SHOW TABLES FROM `phpmyadmin`
		   316 Init DB	phpmyadmin
		   316 Query	SHOW TABLES FROM `phpmyadmin`
		   316 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   316 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   316 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   316 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   316 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   316 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   316 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   316 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   317 Query	SELECT 1 FROM mysql.user LIMIT 1
		   317 Query	SELECT CURRENT_USER()
		   317 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''localhost''' LIKE `GRANTEE` LIMIT 1
		   317 Quit	
		   316 Quit	
241213 16:18:21	   318 Connect	root@localhost as anonymous on catmarketing
		   318 Query	SELECT * FROM register WHERE email = 'uniqueuser843@gmail.com'
		   319 Connect	root@localhost as anonymous on catmarketing
		   318 Quit	
		   319 Query	SELECT * FROM box ORDER BY box_id DESC
		   319 Query	SELECT * FROM compani WHERE comp_id= '10'
		   319 Query	SELECT * FROM branches WHERE branch_id= '4'
		   319 Query	SELECT * FROM compani WHERE comp_id= '9'
		   319 Query	SELECT * FROM branches WHERE branch_id= '2'
		   319 Query	SELECT * FROM compani WHERE comp_id= '9'
		   319 Query	SELECT * FROM branches WHERE branch_id= '2'
		   319 Quit	
241213 16:18:29	   320 Connect	root@localhost as anonymous on catmarketing
		   320 Query	SELECT * FROM register WHERE email = 'uniqueuser843@gmail.com'
		   320 Query	SELECT `branch_id_fk` FROM `box` WHERE `box_id` = 11
		   320 Query	DELETE FROM `box` WHERE `box_id` = 11
		   320 Query	INSERT INTO audit_log (user_id, action, description)
        VALUES (Deleted by the user-id: , user-role: , user-email: , 'Delete', 'Deleted Data: Company - , Branch - , Dept - , Object Code - , Barcode - , Alt Code - , Description - ')
		   320 Quit	
241213 16:37:08	   321 Connect	root@localhost as anonymous on catmarketing
		   321 Query	SELECT * FROM register WHERE email = 'uniqueuser843@gmail.com'
		   321 Query	SELECT `branch_id_fk` FROM `box` WHERE `box_id` = 11
		   321 Quit	
241213 16:37:09	   322 Connect	root@localhost as anonymous on catmarketing
		   322 Query	SELECT * FROM register WHERE email = 'uniqueuser843@gmail.com'
		   323 Connect	root@localhost as anonymous on catmarketing
		   322 Quit	
		   323 Query	SELECT * FROM box ORDER BY box_id DESC
		   323 Query	SELECT * FROM compani WHERE comp_id= '9'
		   323 Query	SELECT * FROM branches WHERE branch_id= '2'
		   323 Query	SELECT * FROM compani WHERE comp_id= '9'
		   323 Query	SELECT * FROM branches WHERE branch_id= '2'
		   323 Quit	
241213 16:37:14	   324 Connect	pma@localhost as anonymous on 
		   325 Connect	root@localhost as anonymous on 
		   325 Query	SELECT @@version, @@version_comment
		   325 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   325 Query	SET lc_messages = 'en_GB'
		   324 Query	SHOW TABLES FROM `phpmyadmin`
		   324 Init DB	phpmyadmin
		   324 Query	SHOW TABLES FROM `phpmyadmin`
		   324 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   324 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   324 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   324 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   324 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   324 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   325 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   324 Query	SHOW TABLES FROM `phpmyadmin`
		   324 Init DB	phpmyadmin
		   324 Query	SHOW TABLES FROM `phpmyadmin`
		   324 Init DB	phpmyadmin
		   324 Query	SHOW TABLES FROM `phpmyadmin`
		   324 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   324 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   324 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   324 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   324 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   324 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   324 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   324 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   325 Query	SELECT CURRENT_USER()
		   325 Query	SELECT 1 FROM mysql.user LIMIT 1
		   325 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   325 Query	SELECT DATABASE()
		   325 Init DB	catmarketing
		   325 Query	SELECT * FROM `audit_log` LIMIT 0, 25
		   325 Query	SHOW WARNINGS
		   325 Query	SELECT @@lower_case_table_names
		   325 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'catmarketing' AND TABLE_NAME = 'audit_log'
		   325 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA`  IN ('catmarketing') AND t.`TABLE_NAME`  = 'audit_log' ORDER BY Name ASC
		   325 Query	SELECT COUNT(*) FROM `catmarketing`.`audit_log`
		   324 Query	SELECT `master_field`, `foreign_db`, `foreign_table`, `foreign_field` FROM `phpmyadmin`.`pma__relation` WHERE `master_db` = 'catmarketing' AND `master_table` = 'audit_log'
		   325 Query	SHOW CREATE TABLE `catmarketing`.`audit_log`
		   325 Query	SHOW FULL COLUMNS FROM `catmarketing`.`audit_log`
		   325 Query	SHOW INDEXES FROM `catmarketing`.`audit_log`
		   325 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   325 Query	SHOW  COLUMNS FROM `catmarketing`.`audit_log`
		   325 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''localhost''' LIKE `GRANTEE` LIMIT 1
		   325 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''localhost''' AND PRIVILEGE_TYPE='TRIGGER'
		   325 Quit	
		   324 Quit	
		   326 Connect	pma@localhost as anonymous on 
		   327 Connect	root@localhost as anonymous on 
		   327 Query	SELECT @@version, @@version_comment
		   327 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   327 Query	SET lc_messages = 'en_GB'
		   326 Query	SHOW TABLES FROM `phpmyadmin`
		   326 Init DB	phpmyadmin
		   326 Query	SHOW TABLES FROM `phpmyadmin`
		   326 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   326 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   326 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   326 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   326 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   326 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   327 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   326 Query	SHOW TABLES FROM `phpmyadmin`
		   326 Init DB	phpmyadmin
		   326 Query	SHOW TABLES FROM `phpmyadmin`
		   326 Init DB	phpmyadmin
		   326 Query	SHOW TABLES FROM `phpmyadmin`
		   326 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   326 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
